new_pancan,All,1,2,4,8,12,16,24,32,48,64,128
./,0.11973316851158831,0.033274792323327015,0.03440654896381802,0.04246108930620156,0.04843866189932776,0.05440852734115799,0.058055889912629596,0.06160475222169952,0.0876762992406239,0.08438144504774252,0.08258181166862018,0.10172261878408262
